Feature,Type,Coefficient,Importance
service,Text,-0.9634166193496616,0.9634166193496616
challenge,Text,-0.9617304410556393,0.9617304410556393
civil war,Text,-0.961719084108604,0.961719084108604
talent,Text,-0.9611885784572654,0.9611885784572654
documentary feature,Text,0.9611551666074151,0.9611551666074151
music album,Text,-0.9610783438250972,0.9610783438250972
australian,Text,-0.9605940166509281,0.9605940166509281
army,Text,-0.9605784335999517,0.9605784335999517
season,Text,0.9602042950516781,0.9602042950516781
brewing company,Text,0.9593853520147487,0.9593853520147487
permaculture,Text,0.958622929552476,0.958622929552476
lou,Text,0.9584840854915511,0.9584840854915511
distribution,Text,-0.9568805990161319,0.9568805990161319
beginning,Text,-0.9561496201579828,0.9561496201579828
anna,Text,0.9560418273437008,0.9560418273437008
memphis,Text,-0.9557996559536014,0.9557996559536014
slave,Text,-0.9557236865021591,0.9557236865021591
mining,Text,-0.9548341239664954,0.9548341239664954
september,Text,0.9548302297072752,0.9548302297072752
bipolar,Text,-0.9547617437195921,0.9547617437195921
pilgrim,Text,0.9542560062931302,0.9542560062931302
calm,Text,-0.9533476377428642,0.9533476377428642
surviving,Text,-0.9530377588585937,0.9530377588585937
makerspace,Text,0.9526701709474347,0.9526701709474347
carry,Text,0.9525609486489945,0.9525609486489945
motor,Text,-0.9519446040270079,0.9519446040270079
powerful,Text,0.9517564031171727,0.9517564031171727
case,Text,-0.9516880779658923,0.9516880779658923
moore,Text,0.9508677952278133,0.9508677952278133
first record,Text,0.9504316107080383,0.9504316107080383
existence,Text,-0.949242878736808,0.949242878736808
movie project,Text,-0.9490670533672645,0.9490670533672645
sf,Text,0.9490664039781286,0.9490664039781286
installation,Text,0.9482133918330237,0.9482133918330237
ai,Text,0.9481921689769043,0.9481921689769043
suck,Text,-0.9481058281823453,0.9481058281823453
grow,Text,0.9479293676901757,0.9479293676901757
discover,Text,-0.9475241922942941,0.9475241922942941
want,Text,-0.9472409445284835,0.9472409445284835
category_Classical Music,Category,0.9467124770673376,0.9467124770673376
salsa,Text,-0.944517800292623,0.944517800292623
hydroponic,Text,-0.9444556537297639,0.9444556537297639
tabletop rpg,Text,-0.9444099376745658,0.9444099376745658
ambition,Text,-0.9441353350808972,0.9441353350808972
go tour,Text,0.9435225621461159,0.9435225621461159
first time,Text,-0.9431273303014757,0.9431273303014757
publishing,Text,-0.9423037132820702,0.9423037132820702
richmond,Text,0.9380742672892106,0.9380742672892106
currency_USD,Category,0.9374071312235139,0.9374071312235139
social medium,Text,-0.9362358295831997,0.9362358295831997
demo,Text,-0.9358339264588563,0.9358339264588563
video,Text,-0.9352271085363969,0.9352271085363969
seeking,Text,-0.934014110579414,0.934014110579414
leather good,Text,0.9337356545888725,0.9337356545888725
passion,Text,-0.9336641396848813,0.9336641396848813
started,Text,-0.9336166126578814,0.9336166126578814
hymn,Text,0.9335339123269387,0.9335339123269387
oracle,Text,0.9323512745751228,0.9323512745751228
fiber,Text,0.93232129623177,0.93232129623177
deal,Text,-0.9303209135237639,0.9303209135237639
rich,Text,-0.9296489163284384,0.9296489163284384
release first,Text,-0.9291527075065203,0.9291527075065203
core,Text,0.9289859084564224,0.9289859084564224
recycling,Text,-0.9287438908643617,0.9287438908643617
apple watch,Text,-0.9273158536148923,0.9273158536148923
get new,Text,0.9264647121443065,0.9264647121443065
dirt,Text,-0.926397951489569,0.926397951489569
guidebook,Text,0.9260105219220807,0.9260105219220807
production,Text,-0.9259959775084096,0.9259959775084096
direct,Text,-0.9257377764347933,0.9257377764347933
storytelling,Text,0.9252368600167843,0.9252368600167843
reason,Text,-0.924512991329047,0.924512991329047
anne,Text,0.9233237914420573,0.9233237914420573
weed,Text,-0.9232582710213757,0.9232582710213757
category_Letterpress,Category,0.9221097058180728,0.9221097058180728
drama,Text,-0.9219870759835995,0.9219870759835995
super hero,Text,-0.9219818424385114,0.9219818424385114
basketball,Text,-0.9197263187998198,0.9197263187998198
scottish,Text,0.9194503828065921,0.9194503828065921
gotta,Text,-0.9181970163589595,0.9181970163589595
series book,Text,-0.9180637894265115,0.9180637894265115
publish book,Text,-0.9172680356059886,0.9172680356059886
aid,Text,-0.9161664846195678,0.9161664846195678
animated series,Text,-0.9150682240807405,0.9150682240807405
mead,Text,0.91450942763545,0.91450942763545
gender,Text,0.9142181971248179,0.9142181971248179
lip,Text,-0.9135595107499118,0.9135595107499118
fitness,Text,-0.9133624418826818,0.9133624418826818
independent film,Text,-0.9125117620436325,0.9125117620436325
dimension,Text,-0.9119522385726206,0.9119522385726206
shooter,Text,-0.9111771576174458,0.9111771576174458
melissa,Text,0.9102192302948999,0.9102192302948999
adventurer,Text,0.9094148714310658,0.9094148714310658
scale,Text,-0.9092968333004526,0.9092968333004526
parody,Text,-0.9092321287699499,0.9092321287699499
award,Text,-0.909115626560217,0.909115626560217
brass,Text,0.9089435565226263,0.9089435565226263
poetic,Text,-0.9086581242227864,0.9086581242227864
trek,Text,0.9068580283751568,0.9068580283751568
sea,Text,0.9065139865787931,0.9065139865787931
fred,Text,0.9051896366064258,0.9051896366064258
couture,Text,-0.9049980077420323,0.9049980077420323
gaming,Text,-0.9048279742773652,0.9048279742773652
pint,Text,0.9046756029486404,0.9046756029486404
artist residency,Text,0.9043239726605108,0.9043239726605108
earphone,Text,0.9035932133971633,0.9035932133971633
potato salad,Text,-0.9030411868549638,0.9030411868549638
management,Text,-0.9025074297757921,0.9025074297757921
karen,Text,0.9022770629014197,0.9022770629014197
uk,Text,-0.9017786460763528,0.9017786460763528
webcomic,Text,-0.9012053463683918,0.9012053463683918
werewolf,Text,0.9003443847598966,0.9003443847598966
grief,Text,0.9001422451283733,0.9001422451283733
sherlock,Text,0.900074810639882,0.900074810639882
praise,Text,-0.8991165821852034,0.8991165821852034
san francisco,Text,0.8986126849278333,0.8986126849278333
motorcycle,Text,-0.8981432878078714,0.8981432878078714
ep album,Text,-0.8969291801113951,0.8969291801113951
development,Text,-0.8959286336510547,0.8959286336510547
traveller,Text,0.8950439103602724,0.8950439103602724
art car,Text,0.8944243833027133,0.8944243833027133
fry,Text,-0.8941461521770999,0.8941461521770999
quarterly,Text,0.8936604789765236,0.8936604789765236
harlem,Text,-0.8931495961906092,0.8931495961906092
immortal,Text,-0.891316836462986,0.891316836462986
disney,Text,-0.8911898187015056,0.8911898187015056
picture book,Text,0.8904000570963901,0.8904000570963901
evolved,Text,0.8900158683839284,0.8900158683839284
ticket,Text,-0.8893308771875345,0.8893308771875345
affair,Text,0.8889860599955168,0.8889860599955168
climate,Text,0.8864487146361856,0.8864487146361856
rare,Text,0.8863127622968009,0.8863127622968009
documentary film,Text,0.8853565127081843,0.8853565127081843
solid,Text,-0.8851878068211303,0.8851878068211303
genesis,Text,-0.8844735015583185,0.8844735015583185
olivia,Text,-0.8841313869170668,0.8841313869170668
double,Text,0.8840368589204662,0.8840368589204662
berlin,Text,0.882878755904582,0.882878755904582
waffle,Text,-0.8825714903588568,0.8825714903588568
relationship,Text,-0.8825211997591815,0.8825211997591815
survival,Text,-0.8813861751135377,0.8813861751135377
average,Text,-0.8794200073896443,0.8794200073896443
radio,Text,-0.8789257538333678,0.8789257538333678
smartwatch,Text,0.8788031022469144,0.8788031022469144
goal,Numeric,-0.8781259961381954,0.8781259961381954
travis,Text,0.8773083362427708,0.8773083362427708
upcycled,Text,-0.8772849171221407,0.8772849171221407
grows,Text,0.8741898745579799,0.8741898745579799
activity,Text,-0.8739521485132568,0.8739521485132568
commercial,Text,-0.873897795068039,0.873897795068039
goose,Text,0.8736316545428898,0.8736316545428898
memorial,Text,-0.8722004177427867,0.8722004177427867
status,Text,-0.8718273053041938,0.8718273053041938
3d printed,Text,-0.8718235260301961,0.8718235260301961
fearless,Text,0.8709459529310654,0.8709459529310654
country_NO,Category,-0.869908572391692,0.869908572391692
jenny,Text,0.8695178583043037,0.8695178583043037
graduate,Text,0.8692147712817017,0.8692147712817017
rat,Text,-0.8690816229192705,0.8690816229192705
riot,Text,0.8688415255170333,0.8688415255170333
cooperative,Text,0.8684998026004598,0.8684998026004598
flex,Text,-0.868087373196919,0.868087373196919
obama,Text,-0.8678351165942635,0.8678351165942635
illusion,Text,-0.867627798477635,0.867627798477635
help bring,Text,-0.8665077747876772,0.8665077747876772
crack,Text,-0.8665075119641188,0.8665075119641188
35mm,Text,0.8662299970787032,0.8662299970787032
trip,Text,-0.8656485747625776,0.8656485747625776
dream reality,Text,-0.8650935144261593,0.8650935144261593
craft beer,Text,0.8633930420338312,0.8633930420338312
literature,Text,0.8632979676421118,0.8632979676421118
heal,Text,-0.8632489384585674,0.8632489384585674
savage,Text,0.8627124991846219,0.8627124991846219
browser,Text,-0.8625169032517709,0.8625169032517709
freedom,Text,-0.8621409875319784,0.8621409875319784
minimal,Text,0.8616588498760838,0.8616588498760838
spark,Text,0.8616192048559338,0.8616192048559338
glow dark,Text,-0.8611390840690643,0.8611390840690643
directed,Text,0.8610589784617313,0.8610589784617313
stop motion,Text,0.8609669570961598,0.8609669570961598
kung,Text,0.8604730644474003,0.8604730644474003
triangle,Text,-0.8599976216554976,0.8599976216554976
scotland,Text,-0.8594002622710393,0.8594002622710393
pottery,Text,-0.8592619797091513,0.8592619797091513
car,Text,-0.8586822001332083,0.8586822001332083
around world,Text,-0.8586455610987983,0.8586455610987983
stealth,Text,0.8575668999550268,0.8575668999550268
script,Text,-0.8566967541880811,0.8566967541880811
user,Text,-0.8566904353462698,0.8566904353462698
bro,Text,-0.8564384575406269,0.8564384575406269
game,Text,-0.8561828894208922,0.8561828894208922
category_Dance,Category,0.8542367719840599,0.8542367719840599
ghetto,Text,-0.8536788858447683,0.8536788858447683
artbook,Text,0.8536707113330854,0.8536707113330854
toolkit,Text,0.853633389674453,0.853633389674453
vinyl release,Text,-0.8531170759150747,0.8531170759150747
shape,Text,0.8530515035710364,0.8530515035710364
martial,Text,-0.8529838763887458,0.8529838763887458
turbine,Text,-0.8525253500631127,0.8525253500631127
check,Text,-0.852359209030862,0.852359209030862
press,Text,0.8520895146479747,0.8520895146479747
indoor,Text,-0.8519555346863942,0.8519555346863942
beauty,Text,-0.8494512199226998,0.8494512199226998
first full,Text,0.8493073245110756,0.8493073245110756
fashion,Text,-0.8486804087139104,0.8486804087139104
option,Text,-0.8486082605493693,0.8486082605493693
fever,Text,0.8484227643390371,0.8484227643390371
pc game,Text,-0.8480050029163421,0.8480050029163421
nepal,Text,0.8467330799519419,0.8467330799519419
hamlet,Text,0.8463714896259754,0.8463714896259754
scoop,Text,-0.8461479643358387,0.8461479643358387
location,Text,-0.8460380183584548,0.8460380183584548
course,Text,0.8460054050405197,0.8460054050405197
told,Text,-0.8459255843929894,0.8459255843929894
category_Pottery,Category,0.8447685423274494,0.8447685423274494
small business,Text,-0.8445579239828014,0.8445579239828014
political,Text,-0.844464278779144,0.844464278779144
perspective,Text,-0.8436061189887935,0.8436061189887935
disorder,Text,-0.8435726383875216,0.8435726383875216
exclusive,Text,-0.843425119583198,0.843425119583198
glove,Text,-0.8429235841636133,0.8429235841636133
season two,Text,0.8428727942160672,0.8428727942160672
indie film,Text,-0.8419401816676402,0.8419401816676402
made,Text,0.841856503380838,0.841856503380838
mod,Text,-0.8407258908274172,0.8407258908274172
capital,Text,-0.8404962747017168,0.8404962747017168
narrative,Text,0.8403249700196572,0.8403249700196572
seal,Text,-0.8399836164499335,0.8399836164499335
belt,Text,0.8395639926367241,0.8395639926367241
imaginary,Text,0.8388464870391595,0.8388464870391595
kiln,Text,0.8383217772765182,0.8383217772765182
child picture,Text,0.8372891153137565,0.8372891153137565
gluten free,Text,0.8368271767770168,0.8368271767770168
monarch,Text,0.8364498929837408,0.8364498929837408
reed,Text,0.8360522346654649,0.8360522346654649
rebecca,Text,0.8360205919419894,0.8360205919419894
mystic,Text,-0.8350714270806662,0.8350714270806662
behind,Text,-0.8349174039474058,0.8349174039474058
rebuild,Text,0.8341996825605242,0.8341996825605242
psychedelic,Text,-0.8341107752322057,0.8341107752322057
debut,Text,0.8331909945653777,0.8331909945653777
vacation,Text,-0.8324877240608478,0.8324877240608478
degree,Text,0.8320333054591075,0.8320333054591075
credit,Text,-0.8313850759392574,0.8313850759392574
wash,Text,-0.8312145877579653,0.8312145877579653
cyber,Text,-0.8312052502003076,0.8312052502003076
president,Text,-0.8311935786326844,0.8311935786326844
buddy,Text,-0.8297656166872983,0.8297656166872983
performing,Text,-0.8294273129758369,0.8294273129758369
fall winter,Text,-0.8294217455207117,0.8294217455207117
quarter,Text,0.8290883280205579,0.8290883280205579
pong,Text,-0.8290476007565651,0.8290476007565651
album recording,Text,-0.8290165815603038,0.8290165815603038
heel,Text,-0.8288879119675915,0.8288879119675915
twisted,Text,-0.8280057511944463,0.8280057511944463
reflective,Text,0.8265863142052767,0.8265863142052767
tv show,Text,-0.826422352346668,0.826422352346668
olive,Text,0.8263679402561507,0.8263679402561507
dutch,Text,-0.8262841121518136,0.8262841121518136
single,Text,-0.825960612870139,0.825960612870139
virginia,Text,-0.8256720044680638,0.8256720044680638
chamber music,Text,0.8251360138169578,0.8251360138169578
appalachian,Text,-0.8248978679321501,0.8248978679321501
unity,Text,-0.8242462508947693,0.8242462508947693
duo,Text,0.8241589947384222,0.8241589947384222
year old,Text,-0.8239962426975488,0.8239962426975488
yoga,Text,0.8227935392011989,0.8227935392011989
update,Text,-0.8221083895381579,0.8221083895381579
thesis film,Text,0.8216328942859539,0.8216328942859539
pumpkin,Text,-0.8216206114307514,0.8216206114307514
attempt,Text,-0.8212536232364673,0.8212536232364673
vi,Text,0.8211989463700462,0.8211989463700462
dice,Text,0.8203786930258682,0.8203786930258682
musician,Text,-0.8197542097508982,0.8197542097508982
massacre,Text,-0.8192277958126762,0.8192277958126762
small town,Text,-0.8190135884552778,0.8190135884552778
menu,Text,-0.8187818493678259,0.8187818493678259
ribbon,Text,-0.8186860127047475,0.8186860127047475
refugee,Text,0.8186478546740454,0.8186478546740454
atlanta,Text,-0.8185359018687314,0.8185359018687314
collective,Text,0.8181714064729834,0.8181714064729834
shade,Text,-0.817705355733455,0.817705355733455
canyon,Text,0.8176251343985509,0.8176251343985509
renegade,Text,0.8167248993791517,0.8167248993791517
edc,Text,0.8165337702877242,0.8165337702877242
deadly,Text,-0.8160167848181269,0.8160167848181269
music art,Text,-0.8152248692160498,0.8152248692160498
freak,Text,-0.8150602294175443,0.8150602294175443
tribute,Text,-0.8148731619190938,0.8148731619190938
smash,Text,-0.8147688242136684,0.8147688242136684
radical,Text,0.8143859294979282,0.8143859294979282
grip,Text,-0.8139372632307618,0.8139372632307618
2d,Text,-0.8137262884367744,0.8137262884367744
ergonomic,Text,-0.8135753745528223,0.8135753745528223
guaranteed,Text,0.81346646871661,0.81346646871661
salem,Text,0.8133960071108367,0.8133960071108367
imagination,Text,-0.8131116001243274,0.8131116001243274
whale,Text,0.8128030918871917,0.8128030918871917
surfboard,Text,-0.8124983033405657,0.8124983033405657
developing,Text,-0.8118464826357722,0.8118464826357722
deaf,Text,-0.8118226536772348,0.8118226536772348
thread,Text,0.8117186688297622,0.8117186688297622
date,Text,-0.8117111903755252,0.8117111903755252
roman,Text,-0.8116008827826006,0.8116008827826006
mom,Text,-0.8111460980495612,0.8111460980495612
called,Text,-0.810923738371561,0.810923738371561
rugged,Text,0.8109218950523801,0.8109218950523801
wi fi,Text,0.8107502036853366,0.8107502036853366
ale,Text,0.8105210257619966,0.8105210257619966
